Date,HomeTeam,AwayTeam,FTR,FTHG,FTAG,HTHG,HTAG,home_form_pts,home_goals_for,home_goals_against,away_form_pts,away_goals_for,away_goals_against,h2h_home_winrate,market_home_prob,market_draw_prob,market_away_prob,season,market_prediction
2022-12-26,Brentford,Tottenham,D,2,2,1,0,1.2,1.0,1.6,1.2,1.8,2.2,0.33,0.23779222575736617,0.2642135841748513,0.49799419006778256,2223,A
2022-12-26,Crystal Palace,Fulham,A,0,3,0,1,1.8,1.0,1.2,1.4,1.6,1.2,0.33,0.46400294605045106,0.2642238998342846,0.27177315411526415,2223,H
2022-12-26,Everton,Wolves,A,1,2,1,1,0.8,0.6,1.2,0.2,0.8,2.4,0.33,0.41212601545472566,0.2916584109371904,0.29621557360808404,2223,H
2022-12-26,Leicester,Newcastle,A,0,3,0,3,2.4,2.0,0.2,3.0,2.4,0.4,0.33,0.2936129647283127,0.2726406101048618,0.43374642516682554,2223,A
2022-12-26,Southampton,Brighton,A,1,3,0,2,0.8,0.8,1.8,1.4,1.8,1.6,0.33,0.28754298815437523,0.2711119602598395,0.44134505158578524,2223,A
2022-12-26,Aston Villa,Liverpool,A,1,3,0,2,1.8,1.8,1.8,1.8,1.4,1.0,0.33,0.2007380073800738,0.23837638376383766,0.5608856088560886,2223,A
2022-12-26,Arsenal,West Ham,H,3,1,0,1,2.6,2.0,0.2,0.6,0.6,1.2,0.33,0.6340391980175715,0.2196440639783735,0.14631673800405498,2223,H
2022-12-27,Chelsea,Bournemouth,H,2,0,2,0,0.4,0.4,1.4,0.6,1.6,2.0,0.33,0.7318695941450432,0.17298735861610112,0.09514304723885562,2223,H
2022-12-27,Man United,Nott'm Forest,H,3,0,2,0,2.0,1.4,1.0,1.6,0.8,1.4,0.33,0.7397444519166108,0.17350369872225962,0.08675184936112981,2223,H
2022-12-28,Leeds,Man City,A,1,3,0,1,1.2,2.2,2.6,1.8,1.4,1.0,0.33,0.10052600818234952,0.1591661796220534,0.7403078121955972,2223,A
2022-12-30,West Ham,Brentford,A,0,2,0,2,0.6,0.8,1.6,1.2,1.4,2.0,0.33,0.47368421052631576,0.2631578947368421,0.2631578947368421,2223,H
